Date,QQQ,SPY,TLT
2015-07-29,,,
2015-07-30,,,
2015-07-31,,,
2015-08-03,,,
2015-08-04,,,
2015-08-05,,,
2015-08-06,,,
2015-08-07,,,
2015-08-10,,,
2015-08-11,,,
2015-08-12,,,
2015-08-13,,,
2015-08-14,,,
2015-08-17,,,
2015-08-18,,,
2015-08-19,,,
2015-08-20,,,
2015-08-21,,,
2015-08-24,,,
2015-08-25,,,
2015-08-26,,,
2015-08-27,,,
2015-08-28,,,
2015-08-31,,,
2015-09-01,,,
2015-09-02,,,
2015-09-03,,,
2015-09-04,,,
2015-09-08,,,
2015-09-09,,,
2015-09-10,,,
2015-09-11,,,
2015-09-14,,,
2015-09-15,,,
2015-09-16,,,
2015-09-17,,,
2015-09-18,,,
2015-09-21,,,
2015-09-22,,,
2015-09-23,,,
2015-09-24,,,
2015-09-25,,,
2015-09-28,,,
2015-09-29,,,
2015-09-30,,,
2015-10-01,,,
2015-10-02,,,
2015-10-05,,,
2015-10-06,,,
2015-10-07,,,
2015-10-08,,,
2015-10-09,,,
2015-10-12,,,
2015-10-13,,,
2015-10-14,,,
2015-10-15,,,
2015-10-16,,,
2015-10-19,,,
2015-10-20,,,
2015-10-21,,,
2015-10-22,,,
2015-10-23,,,
2015-10-26,,,
2015-10-27,,,
2015-10-28,,,
2015-10-29,,,
2015-10-30,,,
2015-11-02,,,
2015-11-03,,,
2015-11-04,,,
2015-11-05,,,
2015-11-06,,,
2015-11-09,,,
2015-11-10,,,
2015-11-11,,,
2015-11-12,,,
2015-11-13,,,
2015-11-16,,,
2015-11-17,,,
2015-11-18,,,
2015-11-19,,,
2015-11-20,,,
2015-11-23,,,
2015-11-24,,,
2015-11-25,,,
2015-11-27,,,
2015-11-30,,,
2015-12-01,,,
2015-12-02,,,
2015-12-03,,,
2015-12-04,,,
2015-12-07,,,
2015-12-08,,,
2015-12-09,,,
2015-12-10,,,
2015-12-11,,,
2015-12-14,,,
2015-12-15,,,
2015-12-16,,,
2015-12-17,,,
2015-12-18,,,
2015-12-21,,,
2015-12-22,,,
2015-12-23,,,
2015-12-24,,,
2015-12-28,,,
2015-12-29,,,
2015-12-30,,,
2015-12-31,,,
2016-01-04,0.17999331120533327,0.15495813907607858,0.15589678164743967
2016-01-05,0.17937351946409863,0.15389677249887218,0.15514284090145095
2016-01-06,0.17911972300536855,0.15412861785240461,0.1546755837001339
2016-01-07,0.1814678324462743,0.15549990628754656,0.15467650643469916
2016-01-08,0.18066686132882057,0.15485366725295907,0.15418142689742673
2016-01-11,0.18056462498261136,0.15465629024474464,0.15416745280873523
2016-01-12,0.18061012601585616,0.15467697908368105,0.15474410323151513
2016-01-13,0.18392176976114633,0.15664385572723502,0.15506426329574471
2016-01-14,0.18504739514251028,0.1574025847526307,0.15515095653902689
2016-01-15,0.18720997196778488,0.15859417904245904,0.15513575130208287
2016-01-19,0.18685980085827147,0.15804531911489975,0.15464714224989465
2016-01-20,0.1867215945425285,0.15853505237680746,0.15443189850219002
2016-01-21,0.18665530678064032,0.15855444879043865,0.1541500235191826
2016-01-22,0.18797995785577987,0.15919243479666992,0.1541551487190331
2016-01-25,0.188560142868664,0.15980491781013137,0.15361354968089277
2016-01-26,0.18876925638067601,0.16038529100114943,0.15358663012056226
2016-01-27,0.18863207454801284,0.16021379196053082,0.153577542110194
2016-01-28,0.18908030477874163,0.15979756660272465,0.1526942217184149
2016-01-29,0.18998012115148288,0.16139404329440354,0.15280211341223657
2016-02-01,0.18982826436030545,0.1609025439227217,0.15177489083158932
2016-02-02,0.1908926010968706,0.16142795270241728,0.15288428453361647
2016-02-03,0.1907170295341171,0.1608820187306763,0.15164084235376737
2016-02-04,0.19071478732073247,0.16084874825473502,0.15170988347495204
2016-02-05,0.193664372046644,0.16162948195693766,0.15131648677354237
2016-02-08,0.1941679288650327,0.16215074169703533,0.15179083411622418
2016-02-09,0.19416646281660443,0.16209620953068118,0.1517831303194208
2016-02-10,0.19356727615958258,0.16172660245851253,0.15180798282647393
2016-02-11,0.19353307598029046,0.1622221428918898,0.1519502939426972
2016-02-12,0.19378629830166225,0.1632707224077826,0.15284246959510045
2016-02-16,0.19492109345762582,0.16411498223488277,0.1528635250540235
2016-02-17,0.1962462413992502,0.1649426236549452,0.1522289181167874
2016-02-18,0.19656900733750163,0.16498821505690797,0.15260006355704772
2016-02-19,0.19652780603605716,0.16498766212383656,0.1524446707609364
2016-02-22,0.19709068957982445,0.16552557346136254,0.15242386595511737
2016-02-23,0.19776715805461637,0.1659925448032578,0.1520580020499369
2016-02-24,0.1980027796186199,0.1660338816483476,0.15152334437885906
2016-02-25,0.19823822482369796,0.16649055802523616,0.15150499622169955
2016-02-26,0.1981745723741178,0.1665011037720009,0.15118864966122697
2016-02-29,0.1983278615411001,0.16664637157571002,0.15102255949420026
2016-03-01,0.20072106243821983,0.16820068381719985,0.15089861365142979
2016-03-02,0.20066711661614314,0.1682165242039766,0.1509007810767545
2016-03-03,0.20063870086310198,0.16821330408982813,0.15093952206597605
2016-03-04,0.2006314627734612,0.16824210122312128,0.15107866817934656
2016-03-07,0.20040477905882945,0.16765519203474913,0.14941046491978902
2016-03-08,0.2005561933307568,0.16795792637234067,0.14953030205144238
2016-03-09,0.19979101566623206,0.1672447786628389,0.14910768704484556
2016-03-10,0.19971121271364561,0.16722963806789487,0.14900182039502297
2016-03-11,0.2003635160677397,0.16752492950499462,0.14935448538448928
2016-03-14,0.2003185500458723,0.1674153382782694,0.14934916187297162
2016-03-15,0.19991028363097596,0.16689103730878954,0.14904960617259752
2016-03-16,0.20009833394214677,0.16696362892819325,0.14885267722255818
2016-03-17,0.1998633196025126,0.16665107363071607,0.1476582671796936
2016-03-18,0.19986392623323868,0.16663279235788803,0.1475812826192028
2016-03-21,0.199798392492733,0.16640592531313822,0.14769233201313325
2016-03-22,0.19980991340624799,0.1663950692959844,0.1476872207307995
2016-03-23,0.19994997426525715,0.16643141125445365,0.14780481615993274
2016-03-24,0.19861430763412088,0.16577796429886849,0.147558960512578
2016-03-28,0.19858784668460971,0.1657601797351489,0.1467222378825431
2016-03-29,0.19918503598562648,0.16599850627541965,0.14657089627085307
2016-03-30,0.19892091059130154,0.16561141259203124,0.1468709634484012
2016-03-31,0.19863237351785082,0.16539347741393226,0.14702269710139218
2016-04-01,0.19882606424807892,0.1654874699630883,0.14646441262904056
2016-04-04,0.1988684528796601,0.16548614506354795,0.14607112877552333
2016-04-05,0.19895785094595458,0.16566140700072501,0.14635481027915365
2016-04-06,0.19960728127955907,0.1659934586961506,0.1463136116819492
2016-04-07,0.1999961780611685,0.16639995191923107,0.14682125588856856
2016-04-08,0.19990539962787174,0.16636344929613753,0.1463732551551006
2016-04-11,0.19990355880991456,0.16629201455199522,0.14637560963154125
2016-04-12,0.20005450846827683,0.16648773638198636,0.14654324863876025
2016-04-13,0.2004255283008241,0.16677942835808532,0.14641754813899788
2016-04-14,0.20033523401278944,0.16672154272017792,0.14649812325246167
2016-04-15,0.20034766316066002,0.16672543052753125,0.14664848413379825
2016-04-18,0.19977992444411963,0.1664613344942869,0.14628025969075925
2016-04-19,0.19933677438235228,0.1662448873859256,0.14604044290581655
2016-04-20,0.1992962875157133,0.16624148315659903,0.1463920661683911
2016-04-21,0.19922673296711169,0.16626383781455167,0.14570280026639612
2016-04-22,0.1997788866336453,0.1662462720889294,0.1456690300678524
2016-04-25,0.19932186903281024,0.16624115401355155,0.14560256548453127
2016-04-26,0.1993659830283299,0.16619247587593927,0.14567647067651046
2016-04-27,0.19951925901035095,0.16617543499145296,0.14534232134178965
2016-04-28,0.19978813173889512,0.16637567223258232,0.1448574625403738
2016-04-29,0.19923392948132965,0.1661580584606628,0.14486814006256735
2016-05-02,0.19902145838961863,0.1659953815224218,0.14458522096548213
2016-05-03,0.19923227841151753,0.16620421222690948,0.14478015993110618
2016-05-04,0.19866602501542463,0.16589997463262862,0.1448605753536189
2016-05-05,0.1985448761476215,0.16584709650166915,0.14392695750980652
2016-05-06,0.19852601650514268,0.16583960052834654,0.14341377758715318
2016-05-09,0.19815382916363408,0.16532008433275447,0.14342158532545157
2016-05-10,0.19858610369459362,0.16571331086126642,0.1412573852137717
2016-05-11,0.19874250380526917,0.16595439249687582,0.1413361192424447
2016-05-12,0.19878310377444675,0.16595449424228637,0.14116924055566332
2016-05-13,0.19827679347665042,0.16585922046639986,0.14145053156766063
2016-05-16,0.19867306642929036,0.1661492353868798,0.14038427677180523
2016-05-17,0.19902067589282987,0.16638361541714963,0.13932114347702665
2016-05-18,0.19905131805775958,0.16638361231162957,0.13978658087636883
2016-05-19,0.199117172671615,0.16641798146044298,0.1398341091455921
2016-05-20,0.1993564402859242,0.1665131516512071,0.13917753937524047
2016-05-23,0.19935825482206218,0.16650161725007104,0.1391889141180292
2016-05-24,0.20002963206713645,0.16665417721167625,0.13826560064162835
2016-05-25,0.19951029515661545,0.16652262116586297,0.13831405357491583
2016-05-26,0.19951729374929164,0.16651837436596306,0.13836973553157075
2016-05-27,0.1994902308994675,0.16645131912220523,0.13836965444810925
2016-05-31,0.199471825204986,0.16645243198609638,0.13793365662687843
2016-06-01,0.1994445170572919,0.16646006717000927,0.13722440230973162
2016-06-02,0.19943342326466776,0.16646655288852205,0.13637591412879296
2016-06-03,0.19934137453055223,0.16627389813562507,0.13649277931145554
2016-06-06,0.19935587643664263,0.16633682293905216,0.13612915740873602
2016-06-07,0.19910534035605168,0.16622146888011566,0.13613042882675844
2016-06-08,0.19910243703314803,0.16624926488368838,0.13594212976038164
2016-06-09,0.19864887239999884,0.16583507813955212,0.1357344510844113
2016-06-10,0.198976179019918,0.16608565710091658,0.134260280063864
2016-06-13,0.19898233439698176,0.16608832394774692,0.13431196959508546
2016-06-14,0.19891749967548458,0.16604290673183264,0.1343162040809906
2016-06-15,0.19886735491150018,0.1659632261264094,0.13415974703086228
2016-06-16,0.1988703549711353,0.1659814873405354,0.13396040257143343
2016-06-17,0.19868493322962016,0.16570194593127427,0.13402243375470937
2016-06-20,0.1987231839566631,0.16576379490042295,0.13394821478994606
2016-06-21,0.19861163353186367,0.16570978731018982,0.13238288621124034
2016-06-22,0.19862473214249957,0.16571731873967452,0.13221677875782142
2016-06-23,0.19906869337416924,0.16605797045933607,0.13253145520216977
2016-06-24,0.20329023854355416,0.1698996395819135,0.1350346222307371
2016-06-27,0.20414519979843046,0.1708425248226258,0.1366534467696144
2016-06-28,0.20396571308538927,0.1705007908985672,0.1342241353659135
2016-06-29,0.20470018641908105,0.17132815156406753,0.13426887785167485
2016-06-30,0.20487196208322317,0.17167949395405951,0.13353112136010958
2016-07-01,0.20493069130854386,0.17168664099218392,0.13414410260285037
2016-07-05,0.2050112000475349,0.17181889921291557,0.13348330111157286
2016-07-06,0.2051565289749908,0.1718087611187279,0.13321108277637103
2016-07-07,0.20441677124709623,0.17096584621113398,0.1329838676958557
2016-07-08,0.20498279517351548,0.17158581010401766,0.1315397529112478
2016-07-11,0.20450285323361642,0.17117230961952923,0.13082177568722958
2016-07-12,0.20382122056624788,0.17097514979574593,0.13191106997416213
2016-07-13,0.2037371511958222,0.17092601743142016,0.13233932376546365
2016-07-14,0.20384439454052375,0.17100911308907235,0.1328810294849447
2016-07-15,0.2033701109876716,0.17083779060019127,0.13307268227474553
2016-07-18,0.20294574895197637,0.17085460874459257,0.13300991601332185
2016-07-19,0.2029520344380585,0.1708587758647865,0.13300680048103136
2016-07-20,0.20328325199189232,0.17085305506025633,0.13307091729294743
2016-07-21,0.20297358657947545,0.1708882919162106,0.13296308706879106
2016-07-22,0.20297556986555515,0.1708391834434627,0.13244376884819895
2016-07-25,0.2027281263465838,0.1705314572832793,0.13243865241517558
2016-07-26,0.20255053722328395,0.1704207178817031,0.1323581854312764
2016-07-27,0.2024878393936554,0.1700029154779389,0.13264167276708697
2016-07-28,0.20248298190410163,0.16987603442917393,0.13259209069879904
2016-07-29,0.20244180467541342,0.16988148384677437,0.13262680365443516
2016-08-01,0.20250000832335974,0.16987564432698735,0.13296057086093518
2016-08-02,0.20262436652922253,0.16996790545657903,0.13304051873814815
2016-08-03,0.20263615128764756,0.169974378008282,0.13276577591278715
2016-08-04,0.20251484163838063,0.16994914234394345,0.13269315705879794
2016-08-05,0.2020676833711621,0.16992039368357784,0.13289641487100773
2016-08-08,0.20206650837267467,0.16990798217250036,0.13230726267446516
2016-08-09,0.2017703727483477,0.16946117185861134,0.13199146874098902
2016-08-10,0.2013607731084381,0.16922647226464527,0.13114289608323565
2016-08-11,0.20137546021491254,0.16927963644017416,0.1313489754047652
2016-08-12,0.2013658753809434,0.16927656076609535,0.13152665118778456
2016-08-15,0.20140031898885696,0.16926333049681644,0.1318980554156612
2016-08-16,0.20132753723991736,0.16926876466866703,0.13187826650232287
2016-08-17,0.20125882047872115,0.16924621777386623,0.13171834462276155
2016-08-18,0.20113849978776374,0.1690565638053527,0.13139296652305002
2016-08-19,0.1991558981480216,0.1677194634080295,0.131171260133326
2016-08-22,0.1941516270317423,0.1648982758806187,0.1313868966979294
2016-08-23,0.19013665310805042,0.15924944695822862,0.1313852260202245
2016-08-24,0.1902213192878974,0.1588646465071944,0.1303572078114599
2016-08-25,0.18361377141317858,0.15430532642179795,0.1288950788190497
2016-08-26,0.18192985623445507,0.1524061714150208,0.1290575332559145
2016-08-29,0.18193054272451695,0.1524704714774468,0.12966500687894356
2016-08-30,0.1815078594825033,0.1522428730877908,0.12947368918234076
2016-08-31,0.17868554105088033,0.14919954191528634,0.12931036957325123
2016-09-01,0.17654583790051176,0.14805805133190267,0.12897586298234734
2016-09-02,0.17648030200450188,0.14811083141351916,0.12921044542938784
2016-09-06,0.17612219599012183,0.14728878643341947,0.12910203901858458
2016-09-07,0.17394171537449277,0.14522302836346532,0.12818129156986263
2016-09-08,0.17365826968953796,0.14457859727009184,0.1287956344449975
2016-09-09,0.1752462075166083,0.14655825259433813,0.12971868871700462
2016-09-12,0.1760455749296358,0.1471587690076981,0.12959195673361742
2016-09-13,0.17626328423768983,0.14785037948226892,0.13013513965469548
2016-09-14,0.17595061325406047,0.14735781754128247,0.12862957056969676
2016-09-15,0.17652206497477704,0.1474383518383836,0.1286493591435769
2016-09-16,0.17652462612782474,0.14747656546160018,0.12834128084334978
2016-09-19,0.17597448794354614,0.1465146638095887,0.1275337175679661
2016-09-20,0.17596027674182915,0.14643949525671499,0.1264467680502362
2016-09-21,0.17551864598900616,0.14621162803336765,0.12596443630677862
2016-09-22,0.17567234579111823,0.14630837533852575,0.1261790996747237
2016-09-23,0.1757605450231912,0.14637393125856005,0.1260334312342013
2016-09-26,0.17575479403753236,0.14662874607445484,0.1258258698167496
2016-09-27,0.1735514261634224,0.1444581636504921,0.12491572836730563
2016-09-28,0.17344984307105665,0.14452195762913517,0.12492530645216492
2016-09-29,0.17219388218416395,0.14371636507799765,0.12487496465108465
2016-09-30,0.17228498530660244,0.143871188921008,0.12518198585146742
2016-10-03,0.1714683314675578,0.14317908786807157,0.12511714541763053
2016-10-04,0.17092821545718748,0.14223417538201427,0.1249196284769597
2016-10-05,0.1708712040521678,0.1422368260201483,0.12496719929636704
2016-10-06,0.17078830893659064,0.14202556571086525,0.12505595889654034
2016-10-07,0.17077601060742242,0.14181534256564224,0.12474113718823233
2016-10-10,0.17082781079714535,0.1418971053532053,0.12488625551975743
2016-10-11,0.17145727119078358,0.14249342937445328,0.12470911456686991
2016-10-12,0.17132088753424965,0.14233976776643462,0.1247037290319828
2016-10-13,0.1713566401918383,0.14229240081918929,0.12446871482366577
2016-10-14,0.17061043673727422,0.14149700823282885,0.12518972878616963
2016-10-17,0.17059819799658724,0.14148430989064859,0.12533433200648691
2016-10-18,0.17072685629946732,0.1416098762043076,0.12532723463648776
2016-10-19,0.17063601812973248,0.14162009148805585,0.1251546319135359
2016-10-20,0.17051755854985293,0.14148535948603097,0.12479292983823691
2016-10-21,0.16937542637438968,0.14050763381782577,0.12479110005573817
2016-10-24,0.16750687810724393,0.14015570281650067,0.12456046295723756
2016-10-25,0.16754337722527515,0.1401759383238135,0.1244232366711308
2016-10-26,0.16768509599547707,0.14017714183697544,0.12461125975951544
2016-10-27,0.16756024915099402,0.13976185162719124,0.1250429772249914
2016-10-28,0.1676771214885708,0.13979541894026254,0.12400199594205116
2016-10-31,0.1676150252214662,0.13972239716672302,0.12392800157322269
2016-11-01,0.16742362662996177,0.13943147458030924,0.1238273849471535
2016-11-02,0.16758825622944604,0.1395391005760771,0.1235873257008297
2016-11-03,0.16788140507379057,0.13958243610471688,0.12385242513286679
2016-11-04,0.16789678000413244,0.1395832834996133,0.12410741111151943
2016-11-07,0.1695594977585187,0.14129905177065485,0.12350561310751713
2016-11-08,0.16933204608227023,0.14104092489129638,0.12343734225988615
2016-11-09,0.16936566921228866,0.14140658366655165,0.13066350398901674
2016-11-10,0.1701519592252561,0.14136090280427188,0.13151042630109708
2016-11-11,0.16986065232018877,0.1406596248215417,0.13156237216977335
2016-11-14,0.16900655403375384,0.1401796661697044,0.13159250976534145
2016-11-15,0.16896424431533258,0.1395881958762033,0.1316739816234686
2016-11-16,0.1690589769262603,0.1396019324163181,0.131961195714082
2016-11-17,0.16813827620187619,0.1388153182413715,0.1327911502106228
2016-11-18,0.16818465986318962,0.13883382163486638,0.1326652883321472
2016-11-21,0.16836543584274966,0.13898300471811453,0.13264727746218943
2016-11-22,0.16835931408534968,0.1389846679798864,0.13261567310682737
2016-11-23,0.16841044023215657,0.13898117881868036,0.13267638447910715
2016-11-25,0.16843530039463966,0.13902148354071833,0.13266523602783556
2016-11-28,0.16845035225350322,0.13911048006980078,0.13285817815064038
2016-11-29,0.1684576631364022,0.13904719110856315,0.13286476811799647
2016-11-30,0.16862603589974015,0.13876744927602802,0.13318769628885574
2016-12-01,0.16941008482198944,0.1384243307842946,0.13360792408811678
2016-12-02,0.16854869670123016,0.1376747137328726,0.1309922125622105
2016-12-05,0.16711208351827095,0.13644930595815596,0.13070896069748078
2016-12-06,0.1670613352269591,0.13632741620248065,0.13035457519395727
2016-12-07,0.16752717829941863,0.13673122009478278,0.13063054232947857
2016-12-08,0.16681822255514828,0.13649577681834754,0.13116443203960487
2016-12-09,0.16693587862518858,0.13659286980348764,0.13174973689467834
2016-12-12,0.1653586213415109,0.1351375330204759,0.13080872394051624
2016-12-13,0.16565458855291904,0.13520120420432272,0.13021981531906132
2016-12-14,0.16557420809334827,0.13512048526191364,0.1305659770157877
2016-12-15,0.16493779180562496,0.1344240710231896,0.13064717002313125
2016-12-16,0.16431054608151446,0.13351959638090716,0.13017277439568245
2016-12-19,0.16317613912179546,0.13225461761387414,0.1305015172152226
2016-12-20,0.16286092602264798,0.13207222993756546,0.13059523084010918
2016-12-21,0.1627478240586131,0.13183847305298962,0.13047199943330062
2016-12-22,0.1626258629206507,0.13131897164935874,0.13026619657540672
2016-12-23,0.16262529019095182,0.1313052914323848,0.130155947938192
2016-12-27,0.1626936164067394,0.13129077199054848,0.13016176621411665
2016-12-28,0.162164281947831,0.13118431550838588,0.1292956795244382
2016-12-29,0.16190478769982192,0.1309687321281034,0.12933764182026777
2016-12-30,0.16174729887162836,0.13061299046681077,0.12926992516081412
2017-01-03,0.16053825397057764,0.12999784032542322,0.1291405465524822
2017-01-04,0.16060075271669272,0.13010441685650617,0.12912963188216495
2017-01-05,0.16036430496813225,0.12943557466761074,0.12937438302291687
2017-01-06,0.15735390356076506,0.12708449670319916,0.12969587052089895
2017-01-09,0.1571212053174969,0.1266047468322378,0.12986547605316076
2017-01-10,0.15711060712399907,0.12660691394730947,0.1293955083329468
2017-01-11,0.15674430607189552,0.12641184962854188,0.12863834060771928
2017-01-12,0.15272984396279896,0.12379845116709687,0.1282825494049642
2017-01-13,0.1513649382489451,0.12281573077856474,0.1280267337803183
2017-01-17,0.1480118819987072,0.12084742146936932,0.12750421105719134
2017-01-18,0.14801065713345657,0.12085411178065447,0.12811116211482027
2017-01-19,0.1479642573978705,0.12016083696806386,0.12785429376846552
2017-01-20,0.14797007529345121,0.12010042221574262,0.12769167472343376
2017-01-23,0.1452615091798691,0.11852116109236205,0.12803144009636505
2017-01-24,0.14453364381707876,0.11757126588666242,0.12809693802525016
2017-01-25,0.1445979061031396,0.11713257336048447,0.12870343582735366
2017-01-26,0.14226311304710448,0.11655419089328499,0.12875029383156725
2017-01-27,0.14165236944706755,0.11649954124170715,0.12879461230126787
2017-01-30,0.14049198622236944,0.11429719237915814,0.12853984889887532
2017-01-31,0.1405070800822292,0.1142948512572584,0.12870098575963335
2017-02-01,0.13882194489331418,0.11273101680595272,0.12747456241999675
2017-02-02,0.13871581610599776,0.11261147533575129,0.12721493433285677
2017-02-03,0.13872588780706682,0.11277360761304013,0.1271159309853434
2017-02-06,0.13402878148562228,0.11102711921856377,0.1272615778183435
2017-02-07,0.13304315758460328,0.11009176417016052,0.1256162969334109
2017-02-08,0.13297574725676903,0.11008871882778373,0.12636770436639877
2017-02-09,0.13297175944115697,0.11018603582458239,0.12655407099231686
2017-02-10,0.132963149218765,0.10932655057804845,0.12634490537390727
2017-02-13,0.13229077967608316,0.10763922901860486,0.1253118015269702
2017-02-14,0.13055378685534613,0.10649421337276277,0.12507903769582762
2017-02-15,0.12883747803739057,0.10545530337602789,0.12501488297230798
2017-02-16,0.12824044547366875,0.10535117964573998,0.12451470465036445
2017-02-17,0.12826838755872783,0.10534431452923292,0.12466296064564784
2017-02-21,0.1274199267331015,0.1045841510529932,0.12467199152793063
2017-02-22,0.12620980970942472,0.10371738657380973,0.12461292415841912
2017-02-23,0.12601352737875468,0.10365279991992438,0.12464188748738582
2017-02-24,0.1257047209104727,0.10304137389028065,0.12509757244008213
2017-02-27,0.12568480036382348,0.10299462495556957,0.12486890871885031
2017-02-28,0.1253513376786126,0.10268527321289381,0.12484658189668184
2017-03-01,0.12181916288326552,0.10101013512185009,0.12472991174385954
2017-03-02,0.12196354686267638,0.1011969429037371,0.12470256085426543
2017-03-03,0.12193445761073726,0.10114922023619877,0.12467477397801002
2017-03-06,0.12197374414141185,0.10118981556621304,0.12460354668727437
2017-03-07,0.1217954275204441,0.101259975358424,0.12463590914206134
2017-03-08,0.1214457323977062,0.10061351611640723,0.1242306769437225
2017-03-09,0.12132223380268332,0.10052890458904215,0.12433462333298499
2017-03-10,0.1213399542919353,0.10056559260512848,0.1243322179930138
2017-03-13,0.12020501669736942,0.09937982359761251,0.12408772676679297
2017-03-14,0.12024893139984491,0.09946425432440029,0.12414423807764605
2017-03-15,0.12035745698407191,0.09975081153804398,0.12476064023854441
2017-03-16,0.12010036170231272,0.09966039679663324,0.12481584790364501
2017-03-17,0.12009802808696804,0.09953194508497035,0.12490904975817049
2017-03-20,0.120096081361382,0.09949535036378077,0.12496910298677953
2017-03-21,0.12112491239320547,0.10040720689211033,0.125030459445672
2017-03-22,0.12125134593335603,0.100415124241322,0.12509835020952684
2017-03-23,0.12095747143592683,0.10016679233453567,0.12457674225814551
2017-03-24,0.12096233283593605,0.10017033115286542,0.12463144729834581
2017-03-27,0.12094353574274812,0.10018451613807182,0.12471155873189131
2017-03-28,0.1200950703880445,0.10003388356264661,0.12442444365012846
2017-03-29,0.1200873119684304,0.0999637941598048,0.12414341717332895
2017-03-30,0.1200682463899079,0.09994886524493854,0.12418309069626511
2017-03-31,0.11967465602406846,0.09980136954262449,0.12419025886136238
2017-04-03,0.11959399478097531,0.09975446701675099,0.12461293900761254
2017-04-04,0.11913561954791797,0.09918385091933295,0.12422375967608232
2017-04-05,0.11820272511542278,0.09871369089380214,0.12406530997955585
2017-04-06,0.1172224720283482,0.09792632339891452,0.12343232906430639
2017-04-07,0.11721993563152747,0.0979196256027973,0.12334052244695372
2017-04-10,0.11713389848955096,0.09787324441908621,0.12343185344132084
2017-04-11,0.11700180152167827,0.09750459558199127,0.12362676100489918
2017-04-12,0.11647872945080026,0.09716654555647998,0.12370043455179369
2017-04-13,0.11657178269634451,0.09742163942191277,0.12365329336386058
2017-04-17,0.1167715269977126,0.09776154097878494,0.12338179428786983
2017-04-18,0.11670275876522238,0.09761136641611252,0.124016255109074
2017-04-19,0.11650367888051447,0.09760489495935717,0.1240955464263248
2017-04-20,0.11675194381832671,0.09790084689275289,0.12367016754996751
2017-04-21,0.11675426727237652,0.09779207247729643,0.12352879985089202
2017-04-24,0.11620410330286376,0.09834578900132884,0.12360034312036333
2017-04-25,0.11637317518300974,0.0984558286349711,0.12411474173816756
2017-04-26,0.1162519357576269,0.09846013740349406,0.12415920275186167
2017-04-27,0.11601280589774275,0.09844986098996868,0.12375142798854843
2017-04-28,0.11527008696538736,0.09800857210107398,0.12370101419346813
2017-05-01,0.11536144639336954,0.09783791295888433,0.1239452248336163
2017-05-02,0.11505753273094808,0.09756564619487397,0.12365270594941857
2017-05-03,0.11466874708246785,0.0971314572793204,0.12299979240958206
2017-05-04,0.11442201385213362,0.09692930890168536,0.12296443427150304
